id,name,age,email,start_date,end_date,source_system,record_type,region
5301,Person 5301,62,user5301@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5302,Person 5302,46,user5302@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5303,Person 5303,49,user5303-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5304,Person 5304,60,user5304-example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5305,Person 5305,53,user5305@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5306,Person 5306,52,user5306@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5307,Person 5307,81,user5307@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5308,Person 5308,83,user5308@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5309,Person 5309,316,user5309@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5310,Person 5310,63,user5310@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5311,Person 5311,,user5311@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5312,Person 5312,59,user5312@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5313,Person 5313,78,user5313@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5314,Person 5314,33,user5314@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5315,Person 5315,89,user5315@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5316,Person 5316,89,user5316@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5317,Person 5317,70,user5317@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5318,Person 5318,71,user5318@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5319,Person 5319,24,user5319@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5320,Person 5320,65,user5320@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5321,Person 5321,89,user5321-example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5322,Person 5322,36,user5322@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5323,Person 5323,42,user5323@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5324,Person 5324,27,user5324@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5325,Person 5325,24,user5325@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5326,Person 5326,36,user5326@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5327,Person 5327,62,user5327-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5328,Person 5328,55,user5328@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5329,Person 5329,55,user5329@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5330,Person 5330,24,user5330@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5331,Person 5331,38,user5331@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5332,Person 5332,20,user5332@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5333,Person 5333,49,user5333@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5334,Person 5334,70,user5334@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5335,Person 5335,43,user5335@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5336,Person 5336,37,user5336@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5337,Person 5337,34,user5337@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5338,Person 5338,87,user5338@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5339,Person 5339,80,user5339@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5340,Person 5340,76,user5340@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5341,Person 5341,57,user5341@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5342,Person 5342,85,user5342@example.com,2024-06-01,2024-01-01,LEGACY_A,BATCH,UK
5343,Person 5343,73,user5343@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5344,Person 5344,30,user5344@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5345,Person 5345,68,user5345@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5346,Person 5346,-6,user5346@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5347,Person 5347,38,user5347@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5348,Person 5348,59,user5348@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5349,Person 5349,38,user5349@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5350,Person 5350,57,user5350-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5351,Person 5351,58,user5351@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5352,Person 5352,72,user5352-example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5353,Person 5353,40,user5353@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5354,Person 5354,24,user5354@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5355,Person 5355,39,user5355@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5356,Person 5356,68,user5356@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5357,Person 5357,73,user5357@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5358,Person 5358,26,user5358@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5359,Person 5359,724,user5359@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5360,Person 5360,21,user5360-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5361,Person 5361,772,user5361@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5362,Person 5362,64,user5362@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5363,Person 5363,63,user5363@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5364,Person 5364,64,user5364@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5365,Person 5365,83,user5365@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5366,Person 5366,81,user5366@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5367,Person 5367,350,user5367@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5368,Person 5368,23,user5368@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5369,Person 5369,39,user5369@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5370,Person 5370,30,user5370@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5371,Person 5371,87,user5371@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5372,Person 5372,75,user5372@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5373,Person 5373,24,user5373@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5374,Person 5374,62,user5374@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5375,Person 5375,844,user5375@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5376,Person 5376,77,user5376@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5377,Person 5377,35,user5377@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5378,Person 5378,29,user5378@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5379,Person 5379,28,user5379@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5380,Person 5380,66,user5380@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5381,Person 5381,74,user5381@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5382,Person 5382,80,user5382-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5383,Person 5383,63,user5383@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5384,Person 5384,-21,user5384@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5385,Person 5385,59,user5385@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5386,Person 5386,58,user5386@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5387,Person 5387,29,user5387@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5388,Person 5388,,user5388@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5389,Person 5389,76,user5389@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5390,Person 5390,30,user5390@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5391,Person 5391,84,user5391@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5392,Person 5392,33,user5392@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5393,Person 5393,65,user5393@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5394,Person 5394,69,user5394@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5395,Person 5395,44,user5395@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5396,Person 5396,87,user5396@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5397,Person 5397,36,user5397@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
5398,Person 5398,36,user5398@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5399,Person 5399,87,user5399@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5400,Person 5400,68,user5400@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5401,Person 5401,37,user5401@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5402,Person 5402,63,user5402-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5403,Person 5403,73,user5403@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5404,Person 5404,49,user5404@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5405,Person 5405,39,user5405-example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5406,Person 5406,38,user5406@example.com,2024-06-01,2024-01-01,MODERN,STREAM,UK
5407,Person 5407,86,user5407@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5408,Person 5408,661,user5408@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5409,Person 5409,68,user5409@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5410,Person 5410,23,user5410@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5411,Person 5411,82,user5411@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5412,Person 5412,53,user5412@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5413,Person 5413,46,user5413@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5414,Person 5414,71,user5414@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5415,Person 5415,29,user5415@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5416,Person 5416,19,user5416@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5417,Person 5417,85,user5417@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5418,Person 5418,20,user5418@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5419,Person 5419,42,user5419@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5420,Person 5420,43,user5420@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5421,Person 5421,60,user5421@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5422,Person 5422,161,user5422@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5423,Person 5423,75,user5423@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5424,Person 5424,50,user5424@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5425,Person 5425,74,user5425@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5426,Person 5426,40,user5426@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5427,Person 5427,55,user5427@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5428,Person 5428,89,user5428@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5429,Person 5429,24,user5429@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5430,Person 5430,78,user5430@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5431,Person 5431,44,user5431@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5432,Person 5432,21,user5432@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5433,Person 5433,68,user5433@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5434,Person 5434,,user5434@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5435,Person 5435,-3,user5435@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5436,Person 5436,90,user5436@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5437,Person 5437,858,user5437@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5438,Person 5438,79,user5438@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5439,Person 5439,42,user5439@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5440,Person 5440,66,user5440@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5441,Person 5441,72,user5441@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5442,Person 5442,28,user5442@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5443,Person 5443,84,user5443@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5444,Person 5444,23,user5444@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5445,Person 5445,,user5445@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5446,Person 5446,51,user5446@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5447,Person 5447,80,user5447@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5448,Person 5448,32,user5448@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5449,Person 5449,47,user5449@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5450,Person 5450,73,user5450@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5451,Person 5451,76,user5451@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5452,Person 5452,27,user5452@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5453,Person 5453,35,user5453@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5454,Person 5454,27,user5454@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5455,Person 5455,63,user5455@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5456,Person 5456,56,user5456@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5457,Person 5457,36,user5457@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5458,Person 5458,69,user5458@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5459,Person 5459,31,user5459@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5460,Person 5460,73,user5460@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5461,Person 5461,57,user5461@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5462,Person 5462,62,user5462@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5463,Person 5463,28,user5463@example.com,2024-06-01,2024-01-01,MODERN,STREAM,APAC
5464,Person 5464,78,user5464@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5465,Person 5465,30,user5465@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5466,Person 5466,40,user5466-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5467,Person 5467,43,user5467@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5468,Person 5468,20,user5468@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5469,Person 5469,85,user5469@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
5470,Person 5470,35,user5470@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5471,Person 5471,,user5471@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5472,Person 5472,53,user5472@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5473,Person 5473,19,user5473@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5474,Person 5474,57,user5474@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5475,Person 5475,56,user5475@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5476,Person 5476,926,user5476@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5477,Person 5477,31,user5477@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5478,Person 5478,75,user5478@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5479,Person 5479,75,user5479@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5480,Person 5480,32,user5480@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5481,Person 5481,35,user5481@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5482,Person 5482,20,user5482-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5483,Person 5483,21,user5483@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5484,Person 5484,76,user5484@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5485,Person 5485,58,user5485@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5486,Person 5486,69,user5486@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5487,Person 5487,78,user5487@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5488,Person 5488,68,user5488@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5489,Person 5489,44,user5489@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5490,Person 5490,59,user5490@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5491,Person 5491,68,user5491@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5492,Person 5492,50,user5492@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5493,Person 5493,78,user5493@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5494,Person 5494,43,user5494@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5495,Person 5495,85,user5495@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5496,Person 5496,38,user5496@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5497,Person 5497,69,user5497@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5498,Person 5498,43,user5498@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5499,Person 5499,63,user5499@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5500,Person 5500,467,user5500@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5501,Person 5501,57,user5501@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5502,Person 5502,,user5502@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5503,Person 5503,83,user5503@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5504,Person 5504,47,user5504@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5505,Person 5505,57,user5505@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5506,Person 5506,32,user5506@example.com,2024-06-01,2024-01-01,MODERN,STREAM,UK
5507,Person 5507,48,user5507@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5508,Person 5508,79,user5508@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5509,Person 5509,86,user5509@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5510,Person 5510,83,user5510@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5511,Person 5511,33,user5511@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5512,Person 5512,36,user5512@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5513,Person 5513,23,user5513@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5514,Person 5514,45,user5514@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5515,Person 5515,69,user5515@example.com,2024-06-01,2024-01-01,MODERN,STREAM,APAC
5516,Person 5516,89,user5516@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5517,Person 5517,24,user5517@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5518,Person 5518,55,user5518@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5519,Person 5519,73,user5519@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5520,Person 5520,79,user5520@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5521,Person 5521,28,user5521@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5522,Person 5522,42,user5522@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5523,Person 5523,67,user5523@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5524,Person 5524,19,user5524-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5525,Person 5525,,user5525@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5526,Person 5526,-37,user5526@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5527,Person 5527,-6,user5527@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5528,Person 5528,71,user5528@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5529,Person 5529,82,user5529@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5530,Person 5530,58,user5530@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5531,Person 5531,47,user5531@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5532,Person 5532,78,user5532@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5533,Person 5533,29,user5533@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5534,Person 5534,55,user5534@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5535,Person 5535,59,user5535@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5536,Person 5536,84,user5536@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5537,Person 5537,79,user5537@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5538,Person 5538,31,user5538@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5539,Person 5539,39,user5539@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5540,Person 5540,63,user5540@example.com,2024-06-01,2024-01-01,MODERN,STREAM,EU
5541,Person 5541,29,user5541@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5542,Person 5542,89,user5542@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5543,Person 5543,37,user5543@example.com,2024-06-01,2024-01-01,MODERN,STREAM,APAC
5544,Person 5544,36,user5544@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5545,Person 5545,26,user5545@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5546,Person 5546,62,user5546@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5547,Person 5547,45,user5547@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5548,Person 5548,60,user5548@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5549,Person 5549,63,user5549@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5550,Person 5550,85,user5550-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5551,Person 5551,86,user5551@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5552,Person 5552,80,user5552@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5553,Person 5553,-29,user5553@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5554,Person 5554,,user5554@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5555,Person 5555,41,user5555@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5556,Person 5556,39,user5556@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5557,Person 5557,57,user5557@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5558,Person 5558,48,user5558@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5559,Person 5559,37,user5559@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5560,Person 5560,84,user5560@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5561,Person 5561,47,user5561@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5562,Person 5562,34,user5562@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5563,Person 5563,68,user5563@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5564,Person 5564,85,user5564@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5565,Person 5565,24,user5565@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5566,Person 5566,36,user5566@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5567,Person 5567,90,user5567@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5568,Person 5568,82,user5568@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5569,Person 5569,38,user5569@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
5570,Person 5570,22,user5570@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5571,Person 5571,82,user5571@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5572,Person 5572,83,user5572@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5573,Person 5573,57,user5573@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5574,Person 5574,82,user5574@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5575,Person 5575,19,user5575@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5576,Person 5576,67,user5576-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5577,Person 5577,31,user5577@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5578,Person 5578,26,user5578-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5579,Person 5579,69,user5579@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5580,Person 5580,59,user5580@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5581,Person 5581,240,user5581@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5582,Person 5582,31,user5582@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5583,Person 5583,57,user5583@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5584,Person 5584,25,user5584@example.com,2024-06-01,2024-01-01,MODERN,STREAM,EU
5585,Person 5585,53,user5585@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5586,Person 5586,66,user5586@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5587,Person 5587,58,user5587@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
5588,Person 5588,59,user5588@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5589,Person 5589,51,user5589@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5590,Person 5590,33,user5590@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5591,Person 5591,66,user5591@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5592,Person 5592,84,user5592@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5593,Person 5593,67,user5593@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5594,Person 5594,-30,user5594@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5595,Person 5595,87,user5595@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5596,Person 5596,74,user5596@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5597,Person 5597,77,user5597@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5598,Person 5598,41,user5598@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5599,Person 5599,60,user5599@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5600,Person 5600,,user5600@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5601,Person 5601,57,user5601@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
